image_path,rank,color_hex,share
data/latest/images/leopard_print_runway_1990s_63efbde68d3d3b02.jpg,3,#cebca4,0.1399178217652976
data/latest/images/leopard_print_runway_1990s_63efbde68d3d3b02.jpg,4,#b48f68,0.13779175830733295
data/latest/images/leopard_print_runway_1990s_63efbde68d3d3b02.jpg,5,#7b6043,0.12905904216323122
data/latest/images/Chanel_haute_couture_2020_765b50fa0492c7a3.jpg,1,#bfbec3,0.50603125
data/latest/images/Chanel_haute_couture_2020_765b50fa0492c7a3.jpg,2,#cfd8e8,0.198978125
data/latest/images/Chanel_haute_couture_2020_765b50fa0492c7a3.jpg,3,#a19c99,0.18321875
data/latest/images/Chanel_haute_couture_2020_765b50fa0492c7a3.jpg,4,#6c6d61,0.0664625
data/latest/images/Chanel_haute_couture_2020_765b50fa0492c7a3.jpg,5,#31342d,0.045309375
data/latest/images/leopard_print_runway_1990s_97658a2e51f24224.jpg,1,#111010,0.4793014898592799
data/latest/images/leopard_print_runway_1990s_97658a2e51f24224.jpg,2,#d2d6c5,0.21830079936292893
data/latest/images/leopard_print_runway_1990s_97658a2e51f24224.jpg,3,#3a382f,0.15745307648885126
data/latest/images/leopard_print_runway_1990s_97658a2e51f24224.jpg,4,#706046,0.08139053532787656
data/latest/images/leopard_print_runway_1990s_97658a2e51f24224.jpg,5,#a4a091,0.0635540989610634
data/latest/images/Chanel_haute_couture_2020_d7fdbdac0c08a099.jpg,1,#431c0a,0.3065607779059336
data/latest/images/Chanel_haute_couture_2020_d7fdbdac0c08a099.jpg,2,#ebe7e3,0.2380694925028835
data/latest/images/Chanel_haute_couture_2020_d7fdbdac0c08a099.jpg,3,#6f4e36,0.22186979366910162
data/latest/images/Chanel_haute_couture_2020_d7fdbdac0c08a099.jpg,4,#8f7b6f,0.1274109316929386
data/latest/images/Chanel_haute_couture_2020_d7fdbdac0c08a099.jpg,5,#c2b5ad,0.10608900422914264
data/latest/images/Balmain_burgundy_runway_2025_b128957c7d0fb4e7.jpg,1,#e1dfe1,0.7779351806640625
data/latest/images/Balmain_burgundy_runway_2025_b128957c7d0fb4e7.jpg,2,#811d27,0.08074635823567708
data/latest/images/Balmain_burgundy_runway_2025_b128957c7d0fb4e7.jpg,3,#251e22,0.06741617838541666
data/latest/images/Balmain_burgundy_runway_2025_b128957c7d0fb4e7.jpg,4,#5a5558,0.047666015625
data/latest/images/Balmain_burgundy_runway_2025_b128957c7d0fb4e7.jpg,5,#bc9277,0.02623626708984375
data/latest/images/Balmain_burgundy_runway_2025_9748bf16b3f19118.jpg,1,#150e0c,0.41505859375
data/latest/images/Balmain_burgundy_runway_2025_9748bf16b3f19118.jpg,2,#4d2b22,0.17999565972222223
data/latest/images/Balmain_burgundy_runway_2025_9748bf16b3f19118.jpg,3,#bf9d86,0.15308051215277776
data/latest/images/Balmain_burgundy_runway_2025_9748bf16b3f19118.jpg,4,#e3d8cd,0.14241319444444445
data/latest/images/Balmain_burgundy_runway_2025_9748bf16b3f19118.jpg,5,#855e4e,0.10945203993055555
data/latest/images/Gucci_Fall_2013_runway_5940c00d2816d925.jpg,1,#070606,0.5629044918621043
data/latest/images/Gucci_Fall_2013_runway_5940c00d2816d925.jpg,2,#3b2925,0.18559368191721132
data/latest/images/Gucci_Fall_2013_runway_5940c00d2816d925.jpg,3,#744c40,0.1286924900679226
data/latest/images/Gucci_Fall_2013_runway_5940c00d2816d925.jpg,4,#ac7f6f,0.10232042163270537
data/latest/images/Gucci_Fall_2013_runway_5940c00d2816d925.jpg,5,#e6dad4,0.020488914520056387
data/latest/images/Gucci_Fall_2013_runway_b687aa0cffc8810b.jpg,1,#040505,0.6517164872484942
data/latest/images/Gucci_Fall_2013_runway_b687aa0cffc8810b.jpg,2,#282a32,0.1570870178136614
data/latest/images/Gucci_Fall_2013_runway_b687aa0cffc8810b.jpg,3,#4d4d59,0.09930074971164937
data/latest/images/Gucci_Fall_2013_runway_b687aa0cffc8810b.jpg,4,#968794,0.05455834294502115
data/latest/images/Gucci_Fall_2013_runway_b687aa0cffc8810b.jpg,5,#e8dce1,0.03733740228117391
data/latest/images/Balmain_burgundy_runway_2025_939e306b411abc92.jpg,1,#0b0707,0.3763840843517274
data/latest/images/Balmain_burgundy_runway_2025_939e306b411abc92.jpg,2,#e7deed,0.2627796492394145
data/latest/images/Balmain_burgundy_runway_2025_939e306b411abc92.jpg,3,#402a27,0.15538376712639163
data/latest/images/Balmain_burgundy_runway_2025_939e306b411abc92.jpg,4,#bdb2c5,0.112735841931147
data/latest/images/Balmain_burgundy_runway_2025_939e306b411abc92.jpg,5,#886b67,0.09271665735131951
data/latest/images/leopard_print_runway_1990s_0f1772fd3febe848.jpg,1,#fffffb,0.46993354430379747
data/latest/images/leopard_print_runway_1990s_0f1772fd3febe848.jpg,2,#322c2d,0.24832395686826067
data/latest/images/leopard_print_runway_1990s_0f1772fd3febe848.jpg,3,#d9d1cd,0.11472855133614628
data/latest/images/leopard_print_runway_1990s_0f1772fd3febe848.jpg,4,#644e4e,0.09582782466010314
data/latest/images/leopard_print_runway_1990s_0f1772fd3febe848.jpg,5,#a78782,0.07118612283169246
data/latest/images/Gucci_Fall_2013_runway_33a4986f3bc83495.jpg,1,#000100,0.8778092447916667
data/latest/images/Gucci_Fall_2013_runway_33a4986f3bc83495.jpg,2,#0d1810,0.06187174479166667
data/latest/images/Gucci_Fall_2013_runway_33a4986f3bc83495.jpg,3,#2b3f2d,0.031298828125
data/latest/images/Gucci_Fall_2013_runway_33a4986f3bc83495.jpg,4,#576755,0.018678385416666665
data/latest/images/Gucci_Fall_2013_runway_33a4986f3bc83495.jpg,5,#989c87,0.010341796875
data/latest/images/vogue_runway_emerald_dress_81d4c9408083f8f2.jpg,1,#1a210b,0.31181504608301003
data/latest/images/vogue_runway_emerald_dress_81d4c9408083f8f2.jpg,2,#525829,0.23351652936479844
data/latest/images/vogue_runway_emerald_dress_81d4c9408083f8f2.jpg,3,#b6c9b8,0.1882503915277179
data/latest/images/vogue_runway_emerald_dress_81d4c9408083f8f2.jpg,4,#8b9162,0.16281228891978755
data/latest/images/vogue_runway_emerald_dress_81d4c9408083f8f2.jpg,5,#f1f3f3,0.10360574410468612
data/latest/images/Gucci_Fall_2013_runway_08c614baf8c4a2b2.jpg,1,#0c0a0b,0.4449644431089744
data/latest/images/Gucci_Fall_2013_runway_08c614baf8c4a2b2.jpg,2,#474440,0.2886039091117216
data/latest/images/Gucci_Fall_2013_runway_08c614baf8c4a2b2.jpg,3,#a8a9af,0.10682305975274725
data/latest/images/Gucci_Fall_2013_runway_08c614baf8c4a2b2.jpg,4,#806f71,0.08248841002747252
data/latest/images/Gucci_Fall_2013_runway_08c614baf8c4a2b2.jpg,5,#5f1614,0.07712017799908424
data/latest/images/Gucci_Fall_2013_runway_79bd942012ef9e43.jpg,1,#070c14,0.492425
data/latest/images/Gucci_Fall_2013_runway_79bd942012ef9e43.jpg,2,#692c54,0.2733791666666667
data/latest/images/Gucci_Fall_2013_runway_79bd942012ef9e43.jpg,3,#372039,0.1748300925925926
data/latest/images/Gucci_Fall_2013_runway_79bd942012ef9e43.jpg,4,#82758f,0.034404166666666666
data/latest/images/Gucci_Fall_2013_runway_79bd942012ef9e43.jpg,5,#dedbe4,0.024961574074074074
data/latest/images/Balmain_burgundy_runway_2025_ed5e78a400fd40f2.jpg,1,#e5e0e2,0.5190610758463542
data/latest/images/Balmain_burgundy_runway_2025_ed5e78a400fd40f2.jpg,2,#e9e7e8,0.26670491536458335
